Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Nainville-les-Roches,91750,Essonne,48.5054555,2.4945294,28.7,1 hour 40 mins,100,nan,,32.3,,31 mins,31,32.3,1 hour 37 mins,97,32.3,0.9597523219814242,,
Nozay,91620,Essonne,48.6601238,2.2428541,34.0,2 hours 4 mins,124,nan,,37.9,,33 mins,33,37.9,1 hour 48 mins,108,37.9,0.870712401055409,,
Ollainville,91340,Essonne,48.611999,2.214714,62.2,3 hours 21 mins,201,nan,,66.5,,48 mins,48,66.5,2 hours 17 mins,137,66.5,0.7218045112781954,,
Oncy-sur-École,91490,Essonne,48.3817026,2.4751093,40.4,2 hours 12 mins,132,nan,,45.5,,35 mins,35,45.5,2 hours 3 mins,123,45.5,0.7692307692307693,,
Ormoy,91540,Essonne,48.5702039,2.4562338,61.4,3 hours 35 mins,215,nan,,58.3,,46 mins,46,58.3,2 hours 0 mins,120,58.3,0.7890222984562607,,
Ormoy-la-Rivière,91150,Essonne,48.4041221,2.1497,27.1,1 hour 39 mins,99,41 mins,41,30.8,1.3311688311688312,31 mins,31,30.8,1 hour 40 mins,100,30.8,1.0064935064935066,10.0,-59.0
Orsay,91400,Essonne,48.6972418,2.1896618,60.1,3 hours 15 mins,195,nan,,58.9,,52 mins,52,58.9,2 hours 3 mins,123,58.9,0.8828522920203735,,
Orveau,91590,Essonne,48.4488262,2.2969725,24.2,1 hour 24 mins,84,53 mins,53,29.0,1.8275862068965518,29 mins,29,29.0,1 hour 23 mins,83,29.0,1.0,24.0,-30.0
Palaiseau,91120,Essonne,48.712615,2.2271169,23.0,1 hour 13 mins,73,1 hour 5 mins,65,21.0,3.0952380952380953,22 mins,22,21.0,1 hour 4 mins,64,21.0,1.0476190476190477,43.0,1.0
Paray-Vieille-Poste,91550,Essonne,48.71255679999999,2.3634208,40.4,2 hours 18 mins,138,nan,,43.8,,40 mins,40,43.8,1 hour 51 mins,111,43.8,0.9132420091324202,,
Pecqueuse,91470,Essonne,48.6464687,2.0496999,63.4,3 hours 35 mins,215,nan,,76.4,,52 mins,52,76.4,1 hour 57 mins,117,76.4,0.6806282722513088,,
Plessis-Saint-Benoist,91410,Essonne,48.4446223,2.0049055,68.1,3 hours 42 mins,222,nan,,72.7,,53 mins,53,72.7,2 hours 19 mins,139,72.7,0.7290233837689133,,
Prunay-sur-Essonne,91720,Essonne,48.3569983,2.3739228,65.0,3 hours 29 mins,209,nan,,63.1,,52 mins,52,63.1,2 hours 6 mins,126,63.1,0.8240887480190174,,
Puiselet-le-Marais,91150,Essonne,48.4046345,2.2627664,71.5,4 hours 2 mins,242,nan,,82.9,,59 mins,59,82.9,2 hours 3 mins,123,82.9,0.7117008443908323,,
Pussay,91740,Essonne,48.3725298,2.0061519,30.4,1 hour 43 mins,103,55 mins,55,33.3,1.6516516516516517,33 mins,33,33.3,1 hour 46 mins,106,33.3,0.9909909909909911,22.0,-51.0
Quincy-sous-Sénart,91480,Essonne,48.6711408,2.5407184,60.6,3 hours 29 mins,209,nan,,64.9,,50 mins,50,64.9,1 hour 59 mins,119,64.9,0.7704160246533127,,
Richarville,91410,Essonne,48.4697508,2.0023116,30.6,1 hour 40 mins,100,48 mins,48,35.6,1.348314606741573,30 mins,30,35.6,1 hour 55 mins,115,35.6,0.8426966292134831,18.0,-67.0
Ris-Orangis,91130,Essonne,48.6457477,2.4106052,51.7,3 hours 2 mins,182,nan,,59.3,,45 mins,45,59.3,1 hour 52 mins,112,59.3,0.7588532883642496,,
Roinville,91410,Essonne,48.531312,2.046991900000001,72.2,3 hours 51 mins,231,nan,,67.8,,54 mins,54,67.8,2 hours 9 mins,129,67.8,0.7964601769911505,,
Roinvilliers,91150,Essonne,48.356279,2.2411987,67.5,3 hours 52 mins,232,nan,,64.6,,51 mins,51,64.6,2 hours 2 mins,122,64.6,0.7894736842105264,,
Saclas,91690,Essonne,48.3611468,2.1267335,26.6,1 hour 34 mins,94,1 hour 38 mins,98,24.5,4.0,25 mins,25,24.5,1 hour 25 mins,85,24.5,1.0204081632653061,73.0,13.0
Saclay,91400,Essonne,48.7368489,2.1784626,25.3,1 hour 34 mins,94,nan,,28.7,,29 mins,29,28.7,1 hour 39 mins,99,28.7,1.0104529616724738,,
Saint-Aubin,91190,Essonne,48.7142068,2.145205100000001,45.2,2 hours 43 mins,163,1 hour 6 mins,66,47.1,1.4012738853503184,43 mins,43,47.1,1 hour 59 mins,119,47.1,0.9129511677282378,23.0,-53.0
Saint-Chéron,91530,Essonne,48.55136419999999,2.1280076,68.4,3 hours 54 mins,234,nan,,64.6,,51 mins,51,64.6,2 hours 6 mins,126,64.6,0.7894736842105264,,
Saint-Cyr-la-Rivière,91690,Essonne,48.3549169,2.1486868,50.8,2 hours 53 mins,173,nan,,56.3,,42 mins,42,56.3,1 hour 47 mins,107,56.3,0.7460035523978686,,
Saint-Cyr-sous-Dourdan,91410,Essonne,48.56334580000001,2.0422563,66.7,3 hours 44 mins,224,nan,,74.6,,51 mins,51,74.6,1 hour 56 mins,116,74.6,0.6836461126005362,,
Saint-Escobille,91410,Essonne,48.4298541,1.9671622,34.8,2 hours 4 mins,124,1 hour 5 mins,65,36.8,1.7663043478260871,33 mins,33,36.8,1 hour 48 mins,108,36.8,0.8967391304347827,32.0,-43.0
Saint-Germain-lès-Arpajon,91180,Essonne,48.5990969,2.2653328,33.5,1 hour 49 mins,109,nan,,42.5,,33 mins,33,42.5,1 hour 59 mins,119,42.5,0.7764705882352941,,
Saint-Germain-lès-Corbeil,91250,Essonne,48.6274538,2.4919713,61.8,3 hours 32 mins,212,nan,,61.1,,50 mins,50,61.1,2 hours 3 mins,123,61.1,0.8183306055646481,,
Saint-Hilaire,91780,Essonne,48.43342939999999,2.0759435,31.5,1 hour 52 mins,112,1 hour 15 mins,75,33.8,2.2189349112426036,30 mins,30,33.8,1 hour 34 mins,94,33.8,0.8875739644970415,45.0,-19.0
Saint-Jean-de-Beauregard,91940,Essonne,48.6694569,2.1678952,43.4,2 hours 30 mins,150,nan,,44.9,,39 mins,39,44.9,1 hour 55 mins,115,44.9,0.8685968819599109,,
Saint-Maurice-Montcouronne,91530,Essonne,48.5821826,2.1252403,31.6,1 hour 54 mins,114,51 mins,51,36.0,1.4166666666666667,31 mins,31,36.0,1 hour 52 mins,112,36.0,0.8611111111111112,20.0,-61.0
Saint-Michel-sur-Orge,91240,Essonne,48.63068819999999,2.3093589,37.7,2 hours 1 min,121,nan,,46.8,,38 mins,38,46.8,2 hours 5 mins,125,46.8,0.811965811965812,,
Saint-Pierre-du-Perray,91280,Essonne,48.6049164,2.5187631,45.5,2 hours 41 mins,161,nan,,45.1,,38 mins,38,45.1,1 hour 53 mins,113,45.1,0.8425720620842572,,
Saint-Sulpice-de-Favières,91910,Essonne,48.5349156,2.1831056,42.9,2 hours 32 mins,152,nan,,46.6,,40 mins,40,46.6,2 hours 10 mins,130,46.6,0.8583690987124464,,
Saint-Vrain,91770,Essonne,48.540361,2.3241136,42.4,2 hours 30 mins,150,1 hour 20 mins,80,43.1,1.8561484918793503,38 mins,38,43.1,1 hour 54 mins,114,43.1,0.8816705336426914,42.0,-34.0
Saint-Yon,91650,Essonne,48.5602273,2.1833615,30.4,1 hour 50 mins,110,38 mins,38,30.4,1.25,29 mins,29,30.4,1 hour 39 mins,99,30.4,0.9539473684210527,9.0,-61.0
Sainte-Geneviève-des-Bois,91700,Essonne,48.64088719999999,2.3260068,36.5,2 hours 1 min,121,nan,,44.3,,37 mins,37,44.3,2 hours 4 mins,124,44.3,0.835214446952596,,
Saintry-sur-Seine,91250,Essonne,48.59625190000001,2.49279,24.4,1 hour 30 mins,90,1 hour 6 mins,66,25.5,2.588235294117647,25 mins,25,25.5,1 hour 17 mins,77,25.5,0.9803921568627451,41.0,-11.0
Saulx-les-Chartreux,91160,Essonne,48.6871884,2.2643048,26.2,1 hour 24 mins,84,48 mins,48,26.4,1.8181818181818183,24 mins,24,26.4,1 hour 20 mins,80,26.4,0.9090909090909092,24.0,-32.0
Savigny-sur-Orge,91600,Essonne,48.6803558,2.3468913,49.4,2 hours 57 mins,177,1 hour 12 mins,72,50.3,1.4314115308151094,48 mins,48,50.3,2 hours 2 mins,122,50.3,0.9542743538767396,24.0,-50.0
Sermaise,91530,Essonne,48.536658,2.0806287,50.8,2 hours 44 mins,164,nan,,53.3,,40 mins,40,53.3,2 hours 9 mins,129,53.3,0.75046904315197,,
Soisy-sur-École,91840,Essonne,48.4769596,2.4855996,29.6,1 hour 38 mins,98,nan,,40.1,,35 mins,35,40.1,2 hours 2 mins,122,40.1,0.8728179551122194,,
Soisy-sur-Seine,91450,Essonne,48.6500133,2.453313,47.2,2 hours 47 mins,167,nan,,48.3,,43 mins,43,48.3,1 hour 58 mins,118,48.3,0.8902691511387164,,
Souzy-la-Briche,91580,Essonne,48.5289924,2.1475464,31.7,1 hour 42 mins,102,nan,,42.6,,32 mins,32,42.6,1 hour 58 mins,118,42.6,0.7511737089201878,,
Tigery,91250,Essonne,48.63913849999999,2.5061479,43.9,2 hours 34 mins,154,nan,,43.8,,36 mins,36,43.8,1 hour 51 mins,111,43.8,0.8219178082191781,,
Torfou,91730,Essonne,48.5310182,2.2264695,66.2,3 hours 33 mins,213,nan,,63.9,,54 mins,54,63.9,2 hours 6 mins,126,63.9,0.8450704225352113,,
Valpuiseaux,91720,Essonne,48.3963863,2.3054301,29.0,1 hour 37 mins,97,1 hour 11 mins,71,30.9,2.2977346278317152,33 mins,33,30.9,1 hour 41 mins,101,30.9,1.0679611650485437,38.0,-30.0
Varennes-Jarcy,91480,Essonne,48.6784705,2.55984,42.8,2 hours 29 mins,149,nan,,44.7,,41 mins,41,44.7,1 hour 59 mins,119,44.7,0.9172259507829977,,
Vaugrigneuse,91640,Essonne,48.6029032,2.1202296,23.7,1 hour 23 mins,83,1 hour 13 mins,73,24.2,3.0165289256198347,27 mins,27,24.2,1 hour 37 mins,97,24.2,1.115702479338843,46.0,-24.0
Vauhallan,91430,Essonne,48.73420249999999,2.2073083,58.7,3 hours 12 mins,192,1 hour 29 mins,89,62.0,1.435483870967742,48 mins,48,62.0,2 hours 17 mins,137,62.0,0.7741935483870968,41.0,-48.0
Vayres-sur-Essonne,91820,Essonne,48.43844199999999,2.382215,17.0,1 hour 3 mins,63,1 hour 10 mins,70,25.7,2.7237354085603114,29 mins,29,25.7,1 hour 21 mins,81,25.7,1.1284046692607004,41.0,-11.0
Verrières-le-Buisson,91370,Essonne,48.751607,2.250304,41.1,2 hours 12 mins,132,nan,,41.4,,35 mins,35,41.4,2 hours 2 mins,122,41.4,0.8454106280193237,,
Vert-le-Grand,91810,Essonne,48.573316,2.358973,44.2,2 hours 22 mins,142,nan,,44.9,,38 mins,38,44.9,2 hours 5 mins,125,44.9,0.846325167037862,,
Vert-le-Petit,91710,Essonne,48.5494411,2.3589035,54.1,2 hours 58 mins,178,nan,,57.2,,43 mins,43,57.2,2 hours 13 mins,133,57.2,0.7517482517482517,,
Videlles,91890,Essonne,48.4647502,2.4311028,22.1,1 hour 16 mins,76,46 mins,46,23.4,1.965811965811966,27 mins,27,23.4,1 hour 30 mins,90,23.4,1.153846153846154,19.0,-44.0
Vigneux-sur-Seine,91270,Essonne,48.7087333,2.4274501,38.6,2 hours 9 mins,129,55 mins,55,39.1,1.4066496163682864,31 mins,31,39.1,1 hour 58 mins,118,39.1,0.7928388746803069,24.0,-63.0
Villabé,91100,Essonne,48.58957359999999,2.4546738,30.4,1 hour 49 mins,109,39 mins,39,31.7,1.2302839116719244,26 mins,26,31.7,1 hour 24 mins,84,31.7,0.8201892744479495,13.0,-45.0
Villebon-sur-Yvette,91140,Essonne,48.6963486,2.2366977,49.5,2 hours 54 mins,174,nan,,50.6,,46 mins,46,50.6,2 hours 0 mins,120,50.6,0.9090909090909091,,
Villeconin,91580,Essonne,48.5139655,2.1237377,26.8,1 hour 33 mins,93,nan,,31.1,,28 mins,28,31.1,1 hour 32 mins,92,31.1,0.9003215434083601,,
Villejust,91140,Essonne,48.6823595,2.2367389,27.2,1 hour 39 mins,99,52 mins,52,28.6,1.8181818181818181,27 mins,27,28.6,1 hour 31 mins,91,28.6,0.9440559440559441,25.0,-39.0
Villemoisson-sur-Orge,91360,Essonne,48.6600303,2.3298864,51.3,2 hours 54 mins,174,nan,,52.9,,44 mins,44,52.9,1 hour 58 mins,118,52.9,0.8317580340264651,,
Villeneuve-sur-Auvers,91580,Essonne,48.4742528,2.2490818,28.4,1 hour 33 mins,93,nan,,29.3,,31 mins,31,29.3,1 hour 46 mins,106,29.3,1.0580204778156996,,
Villiers-le-Bâcle,91190,Essonne,48.7257551,2.1251885,26.8,1 hour 35 mins,95,58 mins,58,28.4,2.0422535211267605,26 mins,26,28.4,1 hour 27 mins,87,28.4,0.9154929577464789,32.0,-29.0
Villiers-sur-Orge,91700,Essonne,48.6602816,2.299709,27.4,1 hour 31 mins,91,1 hour 20 mins,80,30.0,2.6666666666666665,26 mins,26,30.0,1 hour 34 mins,94,30.0,0.8666666666666667,54.0,-14.0
Viry-Châtillon,91170,Essonne,48.6672969,2.3710902,18.8,1 hour 7 mins,67,1 hour 3 mins,63,24.0,2.625,28 mins,28,24.0,1 hour 15 mins,75,24.0,1.1666666666666667,35.0,-12.0
Wissous,91320,Essonne,48.730794,2.327766,23.0,1 hour 17 mins,77,55 mins,55,23.5,2.3404255319148937,26 mins,26,23.5,1 hour 27 mins,87,23.5,1.1063829787234043,29.0,-32.0
Antony,92160,Hauts_de_Seine,48.75157,2.296633,15.8,58 mins,58,31 mins,31,21.6,1.4351851851851851,24 mins,24,21.6,1 hour 13 mins,73,21.6,1.111111111111111,7.0,-42.0
Asnières-sur-Seine,92600,Hauts_de_Seine,48.9141245,2.2852387,9.2,39 mins,39,21 mins,21,9.7,2.1649484536082477,20 mins,20,9.7,1 hour 8 mins,68,9.7,2.061855670103093,1.0,-47.0
Bagneux,92220,Hauts_de_Seine,48.8014279,2.311953,10.3,38 mins,38,37 mins,37,7.9,4.6835443037974684,15 mins,15,7.9,50 mins,50,7.9,1.8987341772151898,22.0,-13.0
Bois-Colombes,92270,Hauts_de_Seine,48.9154821,2.2675717,10.5,44 mins,44,29 mins,29,10.4,2.7884615384615383,22 mins,22,10.4,1 hour 9 mins,69,11.7,2.1153846153846154,7.0,-40.0
Boulogne-Billancourt,92100,Hauts_de_Seine,48.8330555,2.2362892,10.5,36 mins,36,41 mins,41,10.7,3.8317757009345796,16 mins,16,10.7,51 mins,51,10.7,1.4953271028037385,25.0,-10.0
Bourg-la-Reine,92340,Hauts_de_Seine,48.7786906,2.3184183,12.2,46 mins,46,32 mins,32,9.5,3.3684210526315788,17 mins,17,9.5,1 hour 7 mins,67,9.5,1.7894736842105263,15.0,-35.0
Châtenay-Malabry,92290,Hauts_de_Seine,48.7716058,2.2723193,14.0,1 hour 0 mins,60,32 mins,32,23.2,1.3793103448275863,26 mins,26,23.2,1 hour 27 mins,87,23.2,1.120689655172414,6.0,-55.0
Châtillon,92320,Hauts_de_Seine,48.8045164,2.2869774,9.2,38 mins,38,44 mins,44,8.4,5.238095238095238,16 mins,16,8.4,1 hour 1 min,61,8.4,1.9047619047619047,28.0,-17.0
Chaville,92370,Hauts_de_Seine,48.8069669,2.1904901,16.1,53 mins,53,46 mins,46,15.7,2.9299363057324843,20 mins,20,15.7,1 hour 6 mins,66,15.7,1.2738853503184715,26.0,-20.0
Clamart,92140,Hauts_de_Seine,48.7926186,2.2552817,12.1,46 mins,46,1 hour 1 min,61,14.7,4.149659863945579,22 mins,22,14.7,1 hour 11 mins,71,14.7,1.4965986394557824,39.0,-10.0
Clichy,92110,Hauts_de_Seine,48.9047409,2.306047,8.4,32 mins,32,26 mins,26,8.4,3.095238095238095,17 mins,17,8.4,58 mins,58,8.4,2.0238095238095237,9.0,-32.0
Colombes,92700,Hauts_de_Seine,48.9235699,2.2432026,12.6,48 mins,48,41 mins,41,18.6,2.204301075268817,22 mins,22,18.6,1 hour 18 mins,78,18.6,1.182795698924731,19.0,-37.0
Courbevoie,92400,Hauts_de_Seine,48.90099499999999,2.2549099,9.8,38 mins,38,28 mins,28,11.1,2.5225225225225225,19 mins,19,11.1,1 hour 4 mins,64,9.9,1.7117117117117118,9.0,-36.0
Fontenay-aux-Roses,92260,Hauts_de_Seine,48.78949799999999,2.2856295,11.1,44 mins,44,36 mins,36,10.4,3.4615384615384612,21 mins,21,10.4,1 hour 10 mins,70,10.4,2.019230769230769,15.0,-34.0
Garches,92380,Hauts_de_Seine,48.84664309999999,2.1893118,14.2,49 mins,49,45 mins,45,14.8,3.0405405405405403,23 mins,23,14.8,1 hour 13 mins,73,14.8,1.554054054054054,22.0,-28.0
Gennevilliers,92230,Hauts_de_Seine,48.9326904,2.300036,10.9,45 mins,45,40 mins,40,11.6,3.4482758620689657,22 mins,22,11.6,1 hour 20 mins,80,12.3,1.896551724137931,18.0,-40.0
Issy-les-Moulineaux,92130,Hauts_de_Seine,48.8223202,2.2685451,10.0,35 mins,35,34 mins,34,10.1,3.3663366336633667,15 mins,15,10.1,47 mins,47,10.1,1.4851485148514851,19.0,-13.0
La Garenne-Colombes,92250,Hauts_de_Seine,48.9059357,2.2440488,10.7,41 mins,41,38 mins,38,11.3,3.3628318584070795,18 mins,18,11.3,1 hour 5 mins,65,11.3,1.5929203539823007,20.0,-27.0
Le Plessis-Robinson,92350,Hauts_de_Seine,48.7810169,2.2679283,13.3,56 mins,56,36 mins,36,11.9,3.0252100840336134,23 mins,23,11.9,1 hour 17 mins,77,11.9,1.9327731092436975,13.0,-41.0
Levallois-Perret,92300,Hauts_de_Seine,48.8934048,2.2876705,7.6,32 mins,32,20 mins,20,7.0,2.857142857142857,15 mins,15,7.0,46 mins,46,7.0,2.142857142857143,5.0,-26.0
Malakoff,92240,Hauts_de_Seine,48.8172595,2.2980371,6.9,29 mins,29,29 mins,29,7.0,4.142857142857143,15 mins,15,7.0,46 mins,46,7.0,2.142857142857143,14.0,-17.0
Marnes-la-Coquette,92430,Hauts_de_Seine,48.8338552,2.1654638,16.4,55 mins,55,1 hour 2 mins,62,17.2,3.604651162790698,18 mins,18,17.2,53 mins,53,15.5,1.0465116279069768,44.0,9.0
Meudon,92190,Hauts_de_Seine,48.8130458,2.23443,12.4,43 mins,43,43 mins,43,12.6,3.412698412698413,19 mins,19,12.6,58 mins,58,12.6,1.507936507936508,24.0,-15.0
Montrouge,92120,Hauts_de_Seine,48.81420319999999,2.3158359,7.5,31 mins,31,29 mins,29,5.8,5.0,12 mins,12,5.8,39 mins,39,5.8,2.0689655172413794,17.0,-10.0
Nanterre(préfecture),92000,Hauts_de_Seine,48.89605510000001,2.2233878,7.7,30 mins,30,28 mins,28,7.7,3.6363636363636362,14 mins,14,7.7,46 mins,46,7.7,1.8181818181818181,14.0,-18.0
Neuilly-sur-Seine,92200,Hauts_de_Seine,48.8853065,2.2652681,10.1,39 mins,39,15 mins,15,9.5,1.5789473684210527,15 mins,15,9.5,54 mins,54,9.5,1.5789473684210527,0.0,-39.0
Puteaux,92800,Hauts_de_Seine,48.8847694,2.239622,14.5,53 mins,53,55 mins,55,16.2,3.3950617283950617,26 mins,26,16.2,1 hour 20 mins,80,16.2,1.6049382716049383,29.0,-25.0
Rueil-Malmaison,92500,Hauts_de_Seine,48.86961,2.177794,13.2,46 mins,46,27 mins,27,13.7,1.9708029197080292,22 mins,22,13.7,1 hour 8 mins,68,13.9,1.6058394160583942,5.0,-41.0
Saint-Cloud,92210,Hauts_de_Seine,48.847653,2.2080479,13.8,52 mins,52,40 mins,40,11.2,3.5714285714285716,20 mins,20,11.2,1 hour 13 mins,73,11.2,1.7857142857142858,20.0,-33.0
Sceaux,92330,Hauts_de_Seine,48.7753554,2.2950565,13.2,46 mins,46,45 mins,45,12.8,3.515625,19 mins,19,12.8,1 hour 2 mins,62,12.8,1.484375,26.0,-17.0
Sèvres,92310,Hauts_de_Seine,48.8211497,2.2098889,11.2,42 mins,42,36 mins,36,12.5,2.88,20 mins,20,12.5,1 hour 0 mins,60,12.5,1.6,16.0,-24.0
Suresnes,92150,Hauts_de_Seine,48.8714317,2.2187769,6.8,28 mins,28,51 mins,51,6.7,7.611940298507463,14 mins,14,6.7,42 mins,42,6.7,2.08955223880597,37.0,9.0
Vanves,92170,Hauts_de_Seine,48.8246968,2.2884702,18.3,1 hour 1 min,61,51 mins,51,20.2,2.5247524752475248,25 mins,25,20.2,1 hour 13 mins,73,20.2,1.2376237623762376,26.0,-22.0
Vaucresson,92420,Hauts_de_Seine,48.8420376,2.1610492,15.2,50 mins,50,50 mins,50,14.9,3.3557046979865772,22 mins,22,14.9,1 hour 17 mins,77,14.9,1.4765100671140938,28.0,-27.0
Ville-d'Avray,92410,Hauts_de_Seine,48.8217619,2.181844,10.5,43 mins,43,35 mins,35,13.2,2.651515151515152,23 mins,23,13.2,1 hour 22 mins,82,13.2,1.7424242424242424,12.0,-47.0
Achères-la-Forêt,77760,Seine_et_Marne,48.354983,2.5703583,70.2,3 hours 42 mins,222,nan,,72.6,,48 mins,48,72.6,2 hours 17 mins,137,72.6,0.6611570247933884,,
Amillis,77120,Seine_et_Marne,48.7371375,3.1324002,71.6,3 hours 51 mins,231,nan,,77.3,,53 mins,53,77.3,2 hours 7 mins,127,77.3,0.685640362225097,,
Amponville,77760,Seine_et_Marne,48.2792964,2.5294969,76.0,4 hours 5 mins,245,nan,,77.8,,52 mins,52,77.8,2 hours 20 mins,140,77.8,0.6683804627249358,,
Andrezel,77390,Seine_et_Marne,48.6113158,2.8118105,49.2,2 hours 42 mins,162,nan,,64.0,,47 mins,47,64.0,2 hours 6 mins,126,64.0,0.734375,,
Annet-sur-Marne,77410,Seine_et_Marne,48.9257865,2.7208212,35.9,2 hours 1 min,121,nan,,40.5,,31 mins,31,40.5,1 hour 44 mins,104,40.5,0.7654320987654321,,
Arbonne-la-Forêt,77630,Seine_et_Marne,48.4140889,2.5653128,60.2,3 hours 17 mins,197,nan,,62.2,,46 mins,46,62.2,2 hours 14 mins,134,62.2,0.7395498392282958,,
Argentières,77390,Seine_et_Marne,48.654723,2.8697339,52.6,2 hours 57 mins,177,nan,,59.3,,45 mins,45,59.3,2 hours 2 mins,122,59.3,0.7588532883642496,,
Armentières-en-Brie,77440,Seine_et_Marne,48.9779705,3.0211022,59.1,3 hours 19 mins,199,nan,,66.8,,45 mins,45,66.8,1 hour 57 mins,117,66.8,0.6736526946107785,,
Arville,77890,Seine_et_Marne,48.1882996,2.5479712,88.3,4 hours 42 mins,282,nan,,90.9,,1 hour 4 mins,64,90.9,2 hours 25 mins,145,90.9,0.704070407040704,,
Aubepierre-Ozouer-le-Repos,77720,Seine_et_Marne,48.6314994,2.8978822,55.1,3 hours 0 mins,180,nan,,66.0,,47 mins,47,66.0,2 hours 2 mins,122,66.0,0.7121212121212122,,
Aufferville,77570,Seine_et_Marne,48.21485209999999,2.6093258,86.6,4 hours 34 mins,274,nan,,85.2,,1 hour 0 mins,60,85.2,2 hours 22 mins,142,85.2,0.704225352112676,,
Augers-en-Brie,77560,Seine_et_Marne,48.6792095,3.3558129,91.1,4 hours 49 mins,289,nan,,89.4,,59 mins,59,89.4,2 hours 12 mins,132,89.4,0.6599552572706935,,
Aulnoy,77120,Seine_et_Marne,48.8471523,3.0894737,64.7,3 hours 31 mins,211,nan,,64.5,,49 mins,49,64.5,2 hours 1 min,121,64.5,0.7596899224806202,,
Avon,77210,Seine_et_Marne,48.4048168,2.7208848,69.8,4 hours 1 min,241,51 mins,51,72.1,0.7073509015256588,52 mins,52,72.1,2 hours 20 mins,140,72.1,0.7212205270457698,-1.0,-89.0
Baby,77480,Seine_et_Marne,48.3957308,3.3426559,101,5 hours 22 mins,322,nan,,118,,1 hour 16 mins,76,118,2 hours 32 mins,152,118,0.6440677966101694,,
Bagneaux-sur-Loing,77167,Seine_et_Marne,48.2311557,2.7056683,85.0,4 hours 34 mins,274,1 hour 24 mins,84,88.6,0.9480812641083523,59 mins,59,88.6,2 hours 23 mins,143,88.6,0.6659142212189617,25.0,-59.0
Bailly-Romainvilliers,77700,Seine_et_Marne,48.847112,2.824017,44.2,2 hours 24 mins,144,nan,,40.8,,31 mins,31,40.8,1 hour 43 mins,103,40.8,0.7598039215686275,,
Balloy,77118,Seine_et_Marne,48.3982092,3.1463202,89.5,4 hours 52 mins,292,nan,,103,,1 hour 4 mins,64,103,2 hours 24 mins,144,103,0.6213592233009708,,
Bannost-Villegagnon,77970,Seine_et_Marne,48.6799709,3.1920603,78.0,4 hours 9 mins,249,nan,,77.7,,51 mins,51,77.7,2 hours 6 mins,126,77.7,0.6563706563706564,,
Barbey,77130,Seine_et_Marne,48.36499209999999,3.05775,87.3,4 hours 41 mins,281,nan,,95.9,,59 mins,59,95.9,2 hours 21 mins,141,95.9,0.6152241918665275,,
Barbizon,77630,Seine_et_Marne,48.4471403,2.6037101,57.2,3 hours 2 mins,182,nan,,60.6,,42 mins,42,60.6,2 hours 10 mins,130,60.6,0.693069306930693,,
Barcy,77910,Seine_et_Marne,49.0174442,2.8803937,49.3,2 hours 39 mins,159,nan,,64.0,,43 mins,43,64.0,1 hour 56 mins,116,64.0,0.671875,,
Bassevelle,77750,Seine_et_Marne,48.9271509,3.2867116,81.4,4 hours 25 mins,265,nan,,78.8,,55 mins,55,78.8,2 hours 10 mins,130,78.8,0.6979695431472082,,
Bazoches-lès-Bray,77118,Seine_et_Marne,48.398655,3.1878344,93.8,5 hours 5 mins,305,nan,,105,,1 hour 6 mins,66,105,2 hours 26 mins,146,105,0.6285714285714286,,
Beauchery-Saint-Martin,77560,Seine_et_Marne,48.5984545,3.4168863,100,5 hours 17 mins,317,nan,,102,,1 hour 10 mins,70,102,2 hours 20 mins,140,102,0.6862745098039216,,
Beaumont-du-Gâtinais,77890,Seine_et_Marne,48.1392824,2.4764899,91.2,4 hours 52 mins,292,nan,,98.0,,1 hour 8 mins,68,98.0,2 hours 27 mins,147,98.0,0.6938775510204082,,
Beautheil-Saints,77120,Seine_et_Marne,48.75840239999999,3.0512249,65.5,3 hours 33 mins,213,nan,,62.6,,47 mins,47,62.6,2 hours 8 mins,128,62.6,0.7507987220447284,,
Beauvoir,77390,Seine_et_Marne,48.6448747,2.8624794,52.7,2 hours 53 mins,173,nan,,59.8,,45 mins,45,59.8,2 hours 2 mins,122,59.8,0.7525083612040134,,
Bellot,77510,Seine_et_Marne,48.8572049,3.3188792,83.6,4 hours 29 mins,269,nan,,86.8,,1 hour 1 min,61,86.8,2 hours 12 mins,132,86.8,0.7027649769585254,,
Bernay-Vilbert,77540,Seine_et_Marne,48.6777978,2.9317414,58.6,3 hours 13 mins,193,nan,,58.9,,42 mins,42,58.9,1 hour 59 mins,119,58.9,0.7130730050933787,,
Beton-Bazoches,77320,Seine_et_Marne,48.7011631,3.2457866,81.5,4 hours 20 mins,260,nan,,80.7,,53 mins,53,80.7,2 hours 8 mins,128,80.7,0.6567534076827757,,
Bezalles,77970,Seine_et_Marne,48.6782307,3.2420543,81.7,4 hours 20 mins,260,nan,,81.0,,54 mins,54,81.0,2 hours 9 mins,129,81.0,0.6666666666666666,,
Blandy,77115,Seine_et_Marne,48.3133152,2.2570842,75.5,3 hours 2 mins,182,nan,,71.0,,58 mins,58,71.0,2 hours 11 mins,131,71.0,0.8169014084507042,,
