Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Saint-Leu-la-Forêt,95320,Val_d_Oise,49.0219351,2.2478429,34.1,1 hour 51 mins,111,1 hour 9 mins,69,52.0,1.3269230769230769,42 mins,42,52.0,2 hours 10 mins,130,52.0,0.8076923076923077,27.0,-61.0
Saint-Martin-du-Tertre,95270,Val_d_Oise,49.1078404,2.3498334,37.0,2 hours 5 mins,125,1 hour 28 mins,88,33.6,2.619047619047619,33 mins,33,33.6,2 hours 15 mins,135,33.6,0.9821428571428571,55.0,-47.0
Saint-Ouen-l'Aumône,95310,Val_d_Oise,49.0471284,2.1292554,23.3,1 hour 19 mins,79,53 mins,53,23.7,2.236286919831224,31 mins,31,23.7,2 hours 15 mins,135,23.7,1.3080168776371308,22.0,-82.0
Saint-Prix,95390,Val_d_Oise,49.0064411,2.2625423,40.8,2 hours 12 mins,132,nan,,41.1,,32 mins,32,41.1,1 hour 57 mins,117,41.1,0.778588807785888,,
Saint-Witz,95470,Val_d_Oise,49.0916159,2.5668313,18.6,1 hour 10 mins,70,43 mins,43,18.2,2.3626373626373627,27 mins,27,18.2,1 hour 52 mins,112,18.2,1.4835164835164836,16.0,-69.0
Sannois,95110,Val_d_Oise,48.9706528,2.2567774,50.7,2 hours 57 mins,177,1 hour 11 mins,71,52.0,1.3653846153846154,47 mins,47,52.0,2 hours 40 mins,160,52.0,0.9038461538461539,24.0,-89.0
Santeuil,95640,Val_d_Oise,49.1260729,1.9511362,19.1,1 hour 7 mins,67,46 mins,46,36.3,1.2672176308539946,35 mins,35,36.3,2 hours 0 mins,120,26.4,0.9641873278236915,11.0,-74.0
Sarcelles,95200,Val_d_Oise,48.9921604,2.3848678,49.9,2 hours 49 mins,169,nan,,46.0,,42 mins,42,46.0,2 hours 6 mins,126,46.0,0.9130434782608695,,
Seraincourt,95450,Val_d_Oise,49.0351609,1.8657488,36.1,2 hours 2 mins,122,59 mins,59,54.2,1.088560885608856,42 mins,42,54.2,2 hours 10 mins,130,54.2,0.7749077490774907,17.0,-71.0
Seugy,95270,Val_d_Oise,49.1217568,2.3943678,19.7,1 hour 8 mins,68,50 mins,50,21.3,2.347417840375587,28 mins,28,21.3,1 hour 59 mins,119,21.3,1.3145539906103285,22.0,-69.0
Soisy-sous-Montmorency,95230,Val_d_Oise,48.9906354,2.3020152,39.1,2 hours 7 mins,127,1 hour 6 mins,66,41.0,1.6097560975609757,32 mins,32,41.0,1 hour 57 mins,117,41.0,0.7804878048780488,34.0,-51.0
Survilliers,95470,Val_d_Oise,49.0970877,2.5435121,27.0,1 hour 31 mins,91,47 mins,47,27.8,1.6906474820143884,31 mins,31,27.8,2 hours 12 mins,132,27.8,1.1151079136690647,16.0,-85.0
Taverny,95150,Val_d_Oise,49.0274183,2.22345,50.7,2 hours 53 mins,173,nan,,47.3,,41 mins,41,47.3,2 hours 37 mins,157,47.3,0.8668076109936576,,
Théméricourt,95450,Val_d_Oise,49.09111069999999,1.903999,48.8,2 hours 44 mins,164,nan,,49.8,,49 mins,49,49.8,2 hours 36 mins,156,49.8,0.9839357429718876,,
Theuville,95810,Val_d_Oise,49.1560171,2.0720567,48.6,2 hours 49 mins,169,1 hour 7 mins,67,48.9,1.3701431492842535,43 mins,43,48.9,2 hours 37 mins,157,48.9,0.8793456032719836,24.0,-90.0
Us,95450,Val_d_Oise,49.1048499,1.9599862,43.2,2 hours 28 mins,148,nan,,45.8,,43 mins,43,45.8,2 hours 32 mins,152,45.8,0.9388646288209608,,
Vallangoujard,95810,Val_d_Oise,49.1373602,2.113827,38.3,2 hours 12 mins,132,nan,,38.5,,42 mins,42,38.5,2 hours 35 mins,155,38.5,1.0909090909090908,,
Valmondois,95760,Val_d_Oise,49.0992559,2.181958,26.0,1 hour 27 mins,87,nan,,31.3,,27 mins,27,31.3,1 hour 49 mins,109,31.3,0.8626198083067093,,
Vaudherland,95500,Val_d_Oise,49.0008857,2.4870254,38.5,2 hours 12 mins,132,nan,,40.4,,39 mins,39,40.4,2 hours 30 mins,150,40.4,0.9653465346534654,,
Vauréal,95490,Val_d_Oise,49.0296806,2.023345,38.5,2 hours 5 mins,125,nan,,42.1,,33 mins,33,42.1,1 hour 58 mins,118,42.1,0.7838479809976246,,
Vémars,95470,Val_d_Oise,49.0690433,2.562534,63.1,3 hours 34 mins,214,nan,,72.1,,52 mins,52,72.1,2 hours 18 mins,138,72.1,0.7212205270457698,,
Vétheuil,95510,Val_d_Oise,49.0623808,1.7095724,36.0,2 hours 4 mins,124,56 mins,56,53.6,1.044776119402985,43 mins,43,53.6,2 hours 10 mins,130,53.6,0.8022388059701492,13.0,-74.0
Viarmes,95270,Val_d_Oise,49.1256859,2.3692744,61.0,3 hours 23 mins,203,nan,,71.6,,53 mins,53,71.6,2 hours 18 mins,138,71.6,0.7402234636871509,,
Vienne-en-Arthies,95510,Val_d_Oise,49.06626199999999,1.733213,48.0,2 hours 44 mins,164,nan,,50.2,,44 mins,44,50.2,2 hours 38 mins,158,50.2,0.8764940239043825,,
Vigny,95450,Val_d_Oise,49.0837857,1.9325986,29.8,1 hour 38 mins,98,48 mins,48,48.6,0.9876543209876543,37 mins,37,48.6,2 hours 6 mins,126,48.6,0.7613168724279835,11.0,-78.0
Villaines-sous-Bois,95570,Val_d_Oise,49.0765485,2.3571131,37.0,2 hours 2 mins,122,nan,,40.2,,35 mins,35,40.2,2 hours 3 mins,123,40.2,0.8706467661691542,,
Villeron,95380,Val_d_Oise,49.0581125,2.542316,62.5,3 hours 26 mins,206,nan,,75.1,,56 mins,56,75.1,2 hours 19 mins,139,75.1,0.7456724367509987,,
Villers-en-Arthies,95510,Val_d_Oise,49.0860739,1.7321937,31.7,1 hour 53 mins,113,nan,,33.9,,35 mins,35,33.9,2 hours 18 mins,138,33.9,1.032448377581121,,
Villiers-Adam,95840,Val_d_Oise,49.0642116,2.2342871,21.4,1 hour 14 mins,74,52 mins,52,37.3,1.3941018766756033,37 mins,37,37.3,2 hours 4 mins,124,37.3,0.9919571045576409,15.0,-72.0
Villiers-le-Bel,95400,Val_d_Oise,49.007345,2.3881341,29.9,1 hour 38 mins,98,nan,,46.7,,35 mins,35,46.7,2 hours 4 mins,124,46.7,0.7494646680942184,,
Villiers-le-Sec,95720,Val_d_Oise,49.0731612,2.3838429,57.4,3 hours 14 mins,194,nan,,54.3,,47 mins,47,54.3,2 hours 40 mins,160,54.3,0.8655616942909761,,
Ablis,78660,Yvelines,48.5170378,1.8345349,62.9,3 hours 34 mins,214,nan,,65.9,,47 mins,47,65.9,1 hour 52 mins,112,65.9,0.7132018209408194,,
Achères,78260,Yvelines,48.9772624,2.0787261,29.3,1 hour 46 mins,106,nan,,37.7,,38 mins,38,37.7,1 hour 47 mins,107,36.8,1.0079575596816976,,
Adainville,78113,Yvelines,48.7227916,1.6530476,62.2,3 hours 31 mins,211,nan,,65.9,,51 mins,51,65.9,2 hours 17 mins,137,65.9,0.7738998482549316,,
Aigremont,78240,Yvelines,48.9038457,2.0195356,29.2,1 hour 39 mins,99,nan,,28.4,,28 mins,28,28.4,1 hour 19 mins,79,28.4,0.9859154929577465,,
Allainville,78660,Yvelines,48.4586272,1.8965662,68.1,3 hours 53 mins,233,nan,,68.9,,45 mins,45,68.9,1 hour 51 mins,111,68.9,0.6531204644412191,,
Andelu,78770,Yvelines,48.8791284,1.8236866,44.4,2 hours 29 mins,149,nan,,48.0,,45 mins,45,48.0,1 hour 55 mins,115,48.0,0.9375,,
Andrésy,78570,Yvelines,48.9790534,2.0510417,33.4,1 hour 58 mins,118,52 mins,52,36.4,1.4285714285714286,39 mins,39,36.4,1 hour 49 mins,109,36.4,1.0714285714285714,13.0,-57.0
Arnouville-lès-Mantes,78790,Yvelines,48.91089299999999,1.7323476,52.5,2 hours 53 mins,173,nan,,59.5,,44 mins,44,59.5,2 hours 6 mins,126,59.5,0.7394957983193278,,
Aubergenville,78410,Yvelines,48.9612918,1.86501,48.5,2 hours 42 mins,162,nan,,42.2,,34 mins,34,42.2,1 hour 45 mins,105,42.2,0.8056872037914692,,
Auffargis,78610,Yvelines,48.7006667,1.8866921,45.1,2 hours 39 mins,159,nan,,46.4,,40 mins,40,46.4,2 hours 1 min,121,46.4,0.8620689655172414,,
Auffreville-Brasseuil,78930,Yvelines,48.9544134,1.7102004,60.3,3 hours 23 mins,203,nan,,54.8,,41 mins,41,54.8,1 hour 56 mins,116,54.8,0.7481751824817519,,
Aulnay-sur-Mauldre,78126,Yvelines,48.9282981,1.8433357,45.4,2 hours 36 mins,156,1 hour 43 mins,103,47.0,2.1914893617021276,42 mins,42,47.0,1 hour 55 mins,115,47.0,0.8936170212765957,61.0,-12.0
Auteuil,78770,Yvelines,48.84152839999999,1.8178806,47.4,2 hours 41 mins,161,nan,,51.2,,40 mins,40,51.2,2 hours 5 mins,125,51.2,0.78125,,
Autouillet,78770,Yvelines,48.8457293,1.8047009,48.7,2 hours 44 mins,164,nan,,52.5,,42 mins,42,52.5,2 hours 10 mins,130,52.5,0.8,,
Bailly,78870,Yvelines,48.84057780000001,2.0787303,23.5,1 hour 19 mins,79,1 hour 30 mins,90,25.4,3.5433070866141736,27 mins,27,25.4,1 hour 27 mins,87,25.4,1.062992125984252,63.0,3.0
Bazainville,78550,Yvelines,48.8040258,1.6669946,58.3,3 hours 17 mins,197,nan,,58.1,,42 mins,42,58.1,2 hours 9 mins,129,58.1,0.7228915662650602,,
Bazemont,78580,Yvelines,48.9279472,1.8661477,45.1,2 hours 27 mins,147,nan,,40.3,,40 mins,40,40.3,1 hour 46 mins,106,40.3,0.9925558312655087,,
Bazoches-sur-Guyonne,78490,Yvelines,48.7786077,1.8600179,43.5,2 hours 27 mins,147,nan,,43.7,,36 mins,36,43.7,2 hours 1 min,121,43.7,0.8237986270022882,,
Béhoust,78910,Yvelines,48.8300884,1.7215069,54.6,2 hours 59 mins,179,1 hour 29 mins,89,55.2,1.61231884057971,45 mins,45,55.2,2 hours 14 mins,134,55.2,0.8152173913043478,44.0,-45.0
Bennecourt,78270,Yvelines,49.0412536,1.5699394,73.9,4 hours 10 mins,250,1 hour 29 mins,89,74.3,1.1978465679676986,50 mins,50,74.3,2 hours 17 mins,137,74.3,0.6729475100942127,39.0,-48.0
Beynes,78650,Yvelines,48.8530326,1.8743046,40.2,2 hours 19 mins,139,1 hour 5 mins,65,46.8,1.388888888888889,39 mins,39,46.8,1 hour 43 mins,103,43.6,0.8333333333333334,26.0,-38.0
Blaru,78270,Yvelines,49.04827539999999,1.4782765,80.5,4 hours 36 mins,276,nan,,80.0,,53 mins,53,80.0,2 hours 17 mins,137,80.0,0.6625,,
Boinville-en-Mantois,78930,Yvelines,48.9302369,1.756903,52.5,2 hours 54 mins,174,nan,,52.7,,44 mins,44,52.7,2 hours 2 mins,122,52.7,0.8349146110056925,,
Boinville-le-Gaillard,78660,Yvelines,48.49157959999999,1.8707991,63.4,3 hours 39 mins,219,nan,,71.9,,51 mins,51,71.9,1 hour 55 mins,115,71.9,0.7093184979137691,,
Boinvilliers,78200,Yvelines,48.923249,1.6643195,58.8,3 hours 19 mins,199,nan,,59.6,,46 mins,46,59.6,2 hours 6 mins,126,59.6,0.7718120805369127,,
Bois-d'Arcy,78390,Yvelines,48.8070239,2.0116305,29.6,1 hour 39 mins,99,nan,,32.8,,29 mins,29,32.8,1 hour 33 mins,93,32.8,0.8841463414634148,,
Boissets,78910,Yvelines,48.8615521,1.5810554,68.6,3 hours 43 mins,223,nan,,68.1,,53 mins,53,68.1,2 hours 18 mins,138,68.1,0.7782672540381792,,
Boissy-Mauvoisin,78200,Yvelines,48.9697454,1.582335,68.2,3 hours 50 mins,230,nan,,71.0,,51 mins,51,71.0,2 hours 18 mins,138,71.0,0.7183098591549296,,
Boissy-sans-Avoir,78490,Yvelines,48.820317,1.7943106,48.4,2 hours 42 mins,162,nan,,49.9,,38 mins,38,49.9,2 hours 3 mins,123,49.9,0.7615230460921844,,
Bonnelles,78830,Yvelines,48.6181474,2.0278378,44.4,2 hours 38 mins,158,nan,,60.0,,45 mins,45,60.0,1 hour 50 mins,110,60.0,0.75,,
Bonnières-sur-Seine,78270,Yvelines,49.0369939,1.578652,72.5,4 hours 5 mins,245,1 hour 11 mins,71,71.6,0.9916201117318436,48 mins,48,71.6,2 hours 14 mins,134,71.6,0.670391061452514,23.0,-63.0
Bouafle,78410,Yvelines,48.968021,1.9047228,43.9,2 hours 33 mins,153,1 hour 53 mins,113,38.4,2.9427083333333335,32 mins,32,38.4,1 hour 37 mins,97,38.4,0.8333333333333334,81.0,16.0
Bougival,78380,Yvelines,48.8626987,2.1400472,18.4,1 hour 6 mins,66,1 hour 1 min,61,20.6,2.9611650485436893,25 mins,25,20.6,1 hour 23 mins,83,23.4,1.2135922330097086,36.0,-22.0
Bourdonné,78113,Yvelines,48.75719549999999,1.6634637,61.8,3 hours 29 mins,209,nan,,61.7,,45 mins,45,61.7,2 hours 13 mins,133,61.7,0.7293354943273905,,
Breuil-Bois-Robert,78930,Yvelines,48.94520139999999,1.7164577,56.6,3 hours 5 mins,185,nan,,55.4,,41 mins,41,55.4,1 hour 57 mins,117,55.4,0.740072202166065,,
Bréval,78980,Yvelines,48.9457246,1.5329487,70.1,3 hours 54 mins,234,56 mins,56,74.6,0.7506702412868633,54 mins,54,74.6,2 hours 18 mins,138,74.6,0.7238605898123325,2.0,-82.0
Brueil-en-Vexin,78440,Yvelines,49.03197369999999,1.8158702,53.1,2 hours 56 mins,176,nan,,55.0,,46 mins,46,55.0,2 hours 9 mins,129,55.0,0.8363636363636363,,
Buc,78530,Yvelines,48.774912,2.131085,21.9,1 hour 14 mins,74,1 hour 17 mins,77,26.2,2.9389312977099236,28 mins,28,26.2,1 hour 40 mins,100,26.2,1.0687022900763359,49.0,-23.0
Buchelay,78200,Yvelines,48.979071,1.6707148,61.6,3 hours 28 mins,208,nan,,62.1,,43 mins,43,62.1,2 hours 7 mins,127,62.1,0.6924315619967794,,
Bullion,78830,Yvelines,48.6220371,1.9974093,46.0,2 hours 40 mins,160,nan,,57.7,,42 mins,42,57.7,1 hour 46 mins,106,57.7,0.7279029462738301,,
Carrières-sous-Poissy,78955,Yvelines,48.9476987,2.0320031,32.2,1 hour 53 mins,113,1 hour 19 mins,79,31.8,2.4842767295597485,34 mins,34,31.8,1 hour 43 mins,103,31.8,1.069182389937107,45.0,-24.0
Carrières-sur-Seine,78420,Yvelines,48.9124208,2.1776649,18.7,1 hour 8 mins,68,38 mins,38,14.6,2.6027397260273974,17 mins,17,14.6,59 mins,59,14.6,1.1643835616438356,21.0,-21.0
Cernay-la-Ville,78720,Yvelines,48.673582,1.976694,46.3,2 hours 37 mins,157,nan,,50.1,,45 mins,45,50.1,1 hour 57 mins,117,50.1,0.8982035928143712,,
Chambourcy,78240,Yvelines,48.9062924,2.04009,27.2,1 hour 33 mins,93,nan,,26.8,,28 mins,28,26.8,1 hour 17 mins,77,26.8,1.044776119402985,,
Chanteloup-les-Vignes,78570,Yvelines,48.9777345,2.045247,34.1,2 hours 1 min,121,58 mins,58,35.7,1.6246498599439774,38 mins,38,35.7,1 hour 47 mins,107,35.7,1.0644257703081232,20.0,-49.0
Chapet,78130,Yvelines,48.9672647,1.933702,41.9,2 hours 27 mins,147,nan,,37.2,,32 mins,32,37.2,1 hour 35 mins,95,37.2,0.8602150537634408,,
Châteaufort,78117,Yvelines,48.7450987,2.1064204,26.3,1 hour 27 mins,87,nan,,32.6,,34 mins,34,32.6,1 hour 51 mins,111,32.6,1.0429447852760736,,
Chatou,78400,Yvelines,48.8976512,2.1542662,18.2,1 hour 11 mins,71,46 mins,46,17.7,2.598870056497175,24 mins,24,17.7,1 hour 13 mins,73,17.7,1.3559322033898307,22.0,-27.0
Chaufour-lès-Bonnières,78270,Yvelines,49.0159471,1.4844422,76.9,4 hours 16 mins,256,nan,,77.0,,50 mins,50,77.0,2 hours 17 mins,137,77.0,0.6493506493506493,,
Chavenay,78450,Yvelines,48.8538304,1.9873125,31.3,1 hour 46 mins,106,nan,,33.2,,32 mins,32,33.2,1 hour 34 mins,94,33.2,0.9638554216867469,,
Chevreuse,78460,Yvelines,48.6956628,2.0376995,36.7,2 hours 11 mins,131,nan,,47.8,,44 mins,44,47.8,2 hours 3 mins,123,47.8,0.9205020920502093,,
Choisel,78460,Yvelines,48.6956628,2.0376995,36.7,2 hours 11 mins,131,nan,,47.8,,44 mins,44,47.8,2 hours 3 mins,123,47.8,0.9205020920502093,,
Civry-la-Forêt,78910,Yvelines,48.8668752,1.6154809,65.9,3 hours 34 mins,214,nan,,68.2,,52 mins,52,68.2,2 hours 17 mins,137,68.2,0.7624633431085044,,
Clairefontaine-en-Yvelines,78120,Yvelines,48.6125949,1.9087714,53.8,3 hours 3 mins,183,nan,,59.5,,43 mins,43,59.5,1 hour 49 mins,109,59.5,0.7226890756302521,,
Coignières,78310,Yvelines,48.749864,1.9165258,38.4,2 hours 13 mins,133,1 hour 13 mins,73,40.5,1.8024691358024691,34 mins,34,40.5,1 hour 49 mins,109,40.5,0.8395061728395061,39.0,-36.0
Condé-sur-Vesgre,78113,Yvelines,48.7418464,1.6602025,61.6,3 hours 29 mins,209,nan,,63.6,,48 mins,48,63.6,2 hours 16 mins,136,63.6,0.7547169811320754,,
Conflans-Sainte-Honorine,78700,Yvelines,48.9970757,2.1025253,29.2,1 hour 43 mins,103,50 mins,50,30.9,1.6181229773462784,36 mins,36,30.9,2 hours 21 mins,141,30.9,1.1650485436893205,14.0,-91.0
Courgent,78790,Yvelines,48.8913269,1.6623685,58.7,3 hours 18 mins,198,nan,,63.3,,49 mins,49,63.3,2 hours 11 mins,131,63.3,0.7740916271721959,,
Cravent,78270,Yvelines,48.9906207,1.4905209,74.6,4 hours 6 mins,246,nan,,79.9,,53 mins,53,79.9,2 hours 18 mins,138,79.9,0.6633291614518148,,
Crespières,78121,Yvelines,48.8808095,1.9188585,37.0,2 hours 4 mins,124,nan,,39.5,,37 mins,37,39.5,1 hour 43 mins,103,39.5,0.9367088607594937,,
Croissy-sur-Seine,78290,Yvelines,48.8779703,2.1358244,19.3,1 hour 9 mins,69,50 mins,50,20.8,2.4038461538461537,26 mins,26,20.8,1 hour 19 mins,79,20.8,1.25,24.0,-29.0
Dammartin-en-Serve,78111,Yvelines,48.9140482,1.6173803,63.8,3 hours 34 mins,214,nan,,70.5,,50 mins,50,70.5,2 hours 18 mins,138,70.5,0.7092198581560284,,
Dampierre-en-Yvelines,78720,Yvelines,48.705603,1.984768,41.6,2 hours 26 mins,146,nan,,45.5,,41 mins,41,45.5,2 hours 0 mins,120,45.5,0.9010989010989011,,
Dannemarie,78550,Yvelines,48.7621181,1.6042978,64.9,3 hours 39 mins,219,nan,,65.2,,46 mins,46,65.2,2 hours 13 mins,133,65.2,0.705521472392638,,
Davron,78810,Yvelines,48.8662836,1.94621,34.3,1 hour 54 mins,114,nan,,36.1,,34 mins,34,36.1,1 hour 38 mins,98,36.1,0.9418282548476454,,
Drocourt,78440,Yvelines,49.0565515,1.7710901,57.8,3 hours 9 mins,189,nan,,63.7,,48 mins,48,63.7,2 hours 10 mins,130,63.7,0.7535321821036106,,
Ecquevilly,78920,Yvelines,48.9497981,1.9198328,41.3,2 hours 23 mins,143,nan,,37.9,,33 mins,33,37.9,1 hour 36 mins,96,37.9,0.870712401055409,,
Élancourt,78990,Yvelines,48.7777457,1.963924,35.5,1 hour 59 mins,119,1 hour 58 mins,118,37.7,3.129973474801061,31 mins,31,37.7,1 hour 40 mins,100,37.7,0.8222811671087532,87.0,18.0
Émancé,78125,Yvelines,48.5902712,1.7306686,63.9,3 hours 39 mins,219,nan,,77.9,,54 mins,54,77.9,1 hour 59 mins,119,77.9,0.693196405648267,,
Épône,78680,Yvelines,48.941292,1.808361,48.9,2 hours 47 mins,167,nan,,48.1,,39 mins,39,48.1,1 hour 54 mins,114,48.1,0.8108108108108107,,
Évecquemont,78740,Yvelines,49.014107,1.944267,42.6,2 hours 25 mins,145,nan,,45.0,,42 mins,42,45.0,2 hours 7 mins,127,45.0,0.9333333333333333,,
Favrieux,78200,Yvelines,48.9435419,1.6422439,62.8,3 hours 30 mins,210,nan,,66.0,,47 mins,47,66.0,2 hours 16 mins,136,66.0,0.7121212121212122,,
Feucherolles,78810,Yvelines,48.8727088,1.9725667,32.9,1 hour 49 mins,109,nan,,34.9,,32 mins,32,34.9,1 hour 31 mins,91,33.1,0.9169054441260746,,
Flacourt,78200,Yvelines,48.9282172,1.6463441,60.1,3 hours 22 mins,202,nan,,68.4,,49 mins,49,68.4,2 hours 17 mins,137,68.4,0.7163742690058479,,
Flexanville,78910,Yvelines,48.8537911,1.7373931,54.3,3 hours 1 min,181,nan,,56.8,,47 mins,47,56.8,2 hours 15 mins,135,56.8,0.8274647887323944,,
Flins-Neuve-Église,78790,Yvelines,48.8907251,1.5783712,70.4,3 hours 51 mins,231,nan,,74.3,,53 mins,53,74.3,2 hours 18 mins,138,74.3,0.7133243606998655,,
Flins-sur-Seine,78410,Yvelines,48.96464479999999,1.8707277,45.2,2 hours 39 mins,159,nan,,41.3,,33 mins,33,41.3,1 hour 43 mins,103,41.3,0.7990314769975787,,
Follainville-Dennemont,78520,Yvelines,49.02161479999999,1.7138123,61.8,3 hours 25 mins,205,nan,,67.0,,48 mins,48,67.0,2 hours 17 mins,137,67.0,0.7164179104477612,,
Fontenay-le-Fleury,78330,Yvelines,48.8170928,2.0450358,28.2,1 hour 34 mins,94,1 hour 5 mins,65,33.0,1.9696969696969697,33 mins,33,33.0,1 hour 35 mins,95,31.0,1.0,32.0,-30.0
Fontenay-Mauvoisin,78200,Yvelines,48.9651073,1.6490094,64.0,3 hours 35 mins,215,nan,,65.2,,46 mins,46,65.2,2 hours 13 mins,133,65.2,0.705521472392638,,
Fontenay-Saint-Père,78440,Yvelines,49.0278213,1.7561639,58.2,3 hours 12 mins,192,nan,,61.7,,47 mins,47,61.7,2 hours 9 mins,129,61.7,0.7617504051863857,,
Fourqueux,78112,Yvelines,48.8838655,2.0588254,25.7,1 hour 31 mins,91,1 hour 36 mins,96,29.1,3.2989690721649483,32 mins,32,29.1,1 hour 25 mins,85,29.1,1.099656357388316,64.0,11.0
Freneuse,78840,Yvelines,49.0650783,1.625385,75.3,4 hours 11 mins,251,nan,,80.5,,1 hour 2 mins,62,80.5,2 hours 19 mins,139,80.5,0.7701863354037267,,
Gaillon-sur-Montcient,78250,Yvelines,49.0291568,1.8962872,48.6,2 hours 44 mins,164,nan,,44.5,,42 mins,42,44.5,2 hours 4 mins,124,44.5,0.9438202247191011,,
Galluis,78490,Yvelines,48.7963293,1.7947205,48.9,2 hours 44 mins,164,nan,,48.2,,36 mins,36,48.2,2 hours 1 min,121,48.2,0.7468879668049793,,
Gambais,78950,Yvelines,48.777318,1.68109,57.8,3 hours 16 mins,196,nan,,57.3,,42 mins,42,57.3,2 hours 9 mins,129,57.3,0.7329842931937173,,
Gambaiseuil,78490,Yvelines,48.75664099999999,1.733094,55.3,3 hours 8 mins,188,nan,,55.3,,44 mins,44,55.3,2 hours 11 mins,131,55.3,0.7956600361663653,,
Garancières,78890,Yvelines,48.8213741,1.7558482,51.6,2 hours 53 mins,173,1 hour 23 mins,83,52.7,1.5749525616698292,44 mins,44,52.7,2 hours 11 mins,131,52.7,0.8349146110056925,39.0,-48.0
Gargenville,78440,Yvelines,48.991515,1.809639,52.9,2 hours 55 mins,175,1 hour 18 mins,78,49.3,1.5821501014198784,41 mins,41,49.3,2 hours 2 mins,122,49.3,0.8316430020283976,37.0,-44.0
Gazeran,78125,Yvelines,48.6359892,1.775107,58.0,3 hours 20 mins,200,1 hour 1 min,61,62.5,0.976,51 mins,51,62.5,2 hours 18 mins,138,62.5,0.816,10.0,-77.0
Gommecourt,78270,Yvelines,49.0749906,1.5935034,72.7,4 hours 6 mins,246,nan,,78.6,,57 mins,57,78.6,2 hours 18 mins,138,78.6,0.7251908396946566,,
Goupillières,78770,Yvelines,48.8767341,1.7608617,50.2,2 hours 45 mins,165,nan,,58.0,,46 mins,46,58.0,2 hours 3 mins,123,54.1,0.7931034482758621,,
Goussonville,78930,Yvelines,48.9200238,1.7646524,50.9,2 hours 52 mins,172,nan,,51.9,,44 mins,44,51.9,2 hours 2 mins,122,51.9,0.8477842003853565,,
Grandchamp,78113,Yvelines,48.7194937,1.6210321,64.8,3 hours 40 mins,220,nan,,67.6,,51 mins,51,67.6,2 hours 17 mins,137,67.6,0.7544378698224853,,
Gressey,78550,Yvelines,48.8317859,1.6092885,65.0,3 hours 33 mins,213,nan,,64.2,,49 mins,49,64.2,2 hours 15 mins,135,64.2,0.7632398753894081,,
Grosrouvre,78490,Yvelines,48.7822298,1.7607754,52.6,2 hours 55 mins,175,nan,,52.4,,41 mins,41,52.4,2 hours 8 mins,128,52.4,0.7824427480916031,,
Guernes,78520,Yvelines,49.0146682,1.6458102,67.9,3 hours 44 mins,224,nan,,70.2,,53 mins,53,70.2,2 hours 18 mins,138,70.2,0.7549857549857549,,
Guerville,78930,Yvelines,48.944277,1.735394,54.8,3 hours 4 mins,184,nan,,63.2,,46 mins,46,63.2,2 hours 11 mins,131,63.2,0.7278481012658228,,
Guitrancourt,78440,Yvelines,49.0083308,1.7785872,57.4,3 hours 10 mins,190,nan,,53.4,,44 mins,44,53.4,2 hours 7 mins,127,53.4,0.8239700374531835,,
Guyancourt,78280,Yvelines,48.77089230000001,2.0801118,26.7,1 hour 31 mins,91,nan,,30.6,,30 mins,30,30.6,1 hour 40 mins,100,30.6,0.9803921568627451,,
Hardricourt,78250,Yvelines,49.0058981,1.8970792,46.0,2 hours 38 mins,158,1 hour 10 mins,70,42.1,1.66270783847981,39 mins,39,42.1,2 hours 0 mins,120,42.1,0.9263657957244655,31.0,-50.0
Hargeville,78790,Yvelines,48.89053699999999,1.7400545,52.0,2 hours 51 mins,171,nan,,62.0,,47 mins,47,62.0,2 hours 9 mins,129,62.0,0.7580645161290323,,
Herbeville,78580,Yvelines,48.9059495,1.8870736,40.3,2 hours 14 mins,134,nan,,42.1,,38 mins,38,42.1,1 hour 45 mins,105,38.8,0.9026128266033254,,
Hermeray,78125,Yvelines,48.6375306,1.675343,63.7,3 hours 39 mins,219,nan,,67.0,,56 mins,56,67.0,2 hours 20 mins,140,67.0,0.835820895522388,,
Houdan,78550,Yvelines,48.7898948,1.6009498,64.6,3 hours 40 mins,220,1 hour 18 mins,78,62.9,1.2400635930047694,45 mins,45,62.9,2 hours 12 mins,132,62.9,0.7154213036565978,33.0,-54.0
Houilles,78800,Yvelines,48.9248124,2.18706,17.7,1 hour 5 mins,65,33 mins,33,18.6,1.7741935483870965,25 mins,25,18.6,1 hour 31 mins,91,18.6,1.3440860215053763,8.0,-58.0
Issou,78440,Yvelines,48.9891485,1.7930398,53.8,2 hours 58 mins,178,1 hour 21 mins,81,49.4,1.639676113360324,40 mins,40,49.4,2 hours 1 min,121,49.4,0.8097165991902834,41.0,-40.0
Jambville,78440,Yvelines,49.0478713,1.8518588,51.9,2 hours 55 mins,175,nan,,48.9,,47 mins,47,48.9,2 hours 10 mins,130,48.9,0.9611451942740287,,
Jeufosse,78270,Yvelines,49.0351813,1.5465437,75.0,4 hours 12 mins,252,nan,,73.5,,48 mins,48,73.5,2 hours 15 mins,135,73.5,0.6530612244897959,,
